incident_id,incident_name,incident_longitude,incident_latitude,incident_county,incident_date_last_update,incident_dateonly_created,incident_dateonly_extinguished,incident_location,incident_acres_burned,incident_url,is_active
c577f6b5-b79e-4e61-b0da-f14fd1bc6dcd,Stanley Fire,-116.857302,33.592915,Riverside,2023-10-18T09:44:58Z,2023-10-17,,"46000 Stanley Road, in Aguanga",5,https://www.fire.ca.gov/incidents/2023/10/17/stanley-fire/,N
e90b6420-76a9-424b-8e26-67422eadc6a0,Border 34 Fire,-116.9196,32.598,San Diego,2023-10-31T14:20:30Z,2023-10-29,2023-10-30,"Otay Mountain Wilderness, east of Otay Mesa",24,https://www.fire.ca.gov/incidents/2023/10/29/border-34-fire/,N
de8dad71-4393-449f-874b-8a6ce378f5b6,Highland Fire,-116.82307,33.438207,Riverside,2023-12-05T14:20:27Z,2023-10-30,2023-11-07,"Highland Road and Aguanga Ranchos Road, Aguanga",2487,https://www.fire.ca.gov/incidents/2023/10/30/highland-fire/,N
87f3453c-ba4e-40dd-930d-c666ce049af1,Lizzie Fire,-120.644,35.2808,San Luis Obispo,2023-11-01T19:25:56Z,2023-10-30,2023-11-01,"Johnson Avenue and Bishop Street, city of San Luis Obispo",124,https://www.fire.ca.gov/incidents/2023/10/30/lizzie-fire/,N
1c646b82-e568-4051-a642-059744a09eab,Sun Fire,-120.32318,34.55742,Santa Barbara,2023-11-13T08:50:31Z,2023-11-09,2023-11-13,"7200 San Julian Road, Lompoc",211,https://www.fire.ca.gov/incidents/2023/11/9/sun-fire/,N
0ad26a5e-a80c-4d00-a76a-a59c1b098e71,Midway Fire,-119.58333,35.15773,Kern,2023-11-17T16:17:54Z,2023-11-12,2023-11-14,Kern County,,https://www.fire.ca.gov/incidents/2023/11/12/midway-fire/,N
f5489c15-8095-4a6a-a3c1-76f78cb9cb18,Lamb Fire,-116.99867,33.85008,Riverside,2023-11-20T11:31:43Z,2023-11-14,,Northeast of Lamb Canyon Road,13,https://www.fire.ca.gov/incidents/2023/11/14/lamb-fire/,N
7deacf45-3e46-48fd-b0ba-fdd89f65d574,Manzanita Fire,-117.003584,33.839416,Riverside,2023-11-20T11:32:33Z,2023-11-14,2023-11-14,Northbound Highway 79 and Gilman Springs Road,15,https://www.fire.ca.gov/incidents/2023/11/14/manzanita-fire/,N
b7cb31c5-bc13-4655-ada4-80d16a36437c,Adams Fire,-116.246207,33.809953,Riverside,2023-11-21T17:04:52Z,2023-11-19,,"Northeast of Macomber Palms, Indio",36,https://www.fire.ca.gov/incidents/2023/11/19/adams-fire/,N
db81cfd7-c6f7-4fb6-9127-8d30939fcde2,Sierra Fire,-117.46406,33.8438665,Riverside,2023-11-20T18:37:29Z,2023-11-20,,"La Sierra Avenue and El Sobrante Road, El Cerrito",35,https://www.fire.ca.gov/incidents/2023/11/20/sierra-fire/,N
6ebb5e9c-a73e-4685-8e58-2aa653e922f4,Sage Fire,-116.891493,32.723389,San Diego,2023-11-30T09:40:12Z,2023-11-23,2023-11-28,"Highway 94 at Vista Sage Lane, Jamul",39,https://www.fire.ca.gov/incidents/2023/11/23/sage-fire/,N
d372cad1-7e39-4973-87fc-3e400acc081e,Border 38 Fire,-116.7986,32.5666,San Diego,2023-12-06T16:01:20Z,2023-12-05,2023-12-06,Marron Valley Road and Tijuana River ,13,https://www.fire.ca.gov/incidents/2023/12/5/border-38-fire/,N
a17adb99-eed2-4669-91b2-aecc302fdab9,Elm Fire,-116.7635,33.9007,Riverside,2023-12-11T12:35:44Z,2023-12-09,2023-12-11,"Ida Avenue and Peach Street, Cabazon ",65,https://www.fire.ca.gov/incidents/2023/12/9/elm-fire/,N
55e9dd9a-0f62-4f5c-b3e3-3d63c0bfedec,South Fire,-118.9938,34.327,Ventura,2023-12-12T08:19:20Z,2023-12-09,2023-12-12,"South Mountain Loop Road and Solano Verde Drive, South of Santa Paula",2715,https://www.fire.ca.gov/incidents/2023/12/9/south-fire/,N
93dec295-6159-4227-8b85-4ae3a7abe6bb,Pine Fire,-118.8696,35.5593,Kern,2023-12-15T18:52:58Z,2023-12-15,2023-12-15,"South Granite Road and Round Mountain Road, Northeast of Bakersfield",181,https://www.fire.ca.gov/incidents/2023/12/15/pine-fire/,N
91e89644-a6fc-4216-a9bb-b7f52e8d3093,Border 42 Fire,-116.7718,32.6036,San Diego,2023-12-22T10:52:43Z,2023-12-21,2023-12-22,"Marron Valley and Barrett Truck Trail, South of Dulzura",50,https://www.fire.ca.gov/incidents/2023/12/21/border-42-fire/,N
