objectid,zone_id,label,globalid,shape_Length,shape_Area
1,US-CA-XSD-SDC-0189,SDC-0189,{A1946C46-F09E-42FA-B521-283885E275E1},31195.254380567414046,37438157.680555887520313
2,US-CA-XSD-SDC-1047,SDC-1047,{3EC96D47-8F71-43CF-B648-6769963D5228},12581.937831291901603,9814147.016218956559896
3,US-CA-XSD-SDC-2565,SDC-2565,{2DD9A751-E43B-4842-95E6-B5B68AB1ECDB},47679.818230086988478,89265522.119430541992188
4,US-CA-XSD-SDC-0026,SDC-0026,{DA3F51A3-9370-4507-AB7C-26036F9C53E0},34535.380839886798640,46788900.742226324975491
5,US-CA-XSD-SDC-1484,SDC-1484,{0DFC94B1-D586-434A-8CC4-E5E01F2B66E3},74461.097223917298834,341430969.622330248355865
6,US-CA-XSD-SDC-1497,SDC-1497,{0AD8F060-1E26-432E-B0E0-3469D9DB0BB4},16720.752065506392682,13202406.378505669534206
7,US-CA-XSD-SDC-1437,SDC-1437,{23A4E47B-8C9D-4CA0-9B24-98C3FC8FB583},69714.996837835235056,148879495.705755084753036
8,US-CA-XSD-SDC-2124,SDC-2124,{0A785B74-B82C-4F94-BFF1-1764DAEADC50},45922.661610532180930,11674344.390071401372552
9,US-CA-XSD-SDC-1247,SDC-1247,{52AEEA8F-02F5-48F9-BF42-DA03928A4708},8795.322144506893892,3154786.960172980092466
10,US-CA-XSD-SDC-1219,SDC-1219,{C5D32FD7-7456-4836-B76D-3B77FFD21998},14105.956273096069708,12360409.313901195302606
11,US-CA-XSD-SDC-1246,SDC-1246,{3135FCC0-8D46-4129-ABC9-DFB61C57AE6D},16264.680447319615268,11446765.983354812487960
12,US-CA-XSD-SDC-1285,SDC-1285,{51B889EB-4389-4080-8795-999696AB7827},13617.471251808094166,6329935.955505005083978
13,US-CA-XSD-SDC-1256,SDC-1256,{2F620CDB-29A4-4742-A141-4B1DB4526DD8},15839.246568523110909,6859687.100689355283976
14,US-CA-XSD-SDC-1496,SDC-1496,{496909E4-5B06-425E-BD0C-4ED45A0C29EA},15631.495356862054905,10243873.531172787770629
15,US-CA-XSD-SDC-1216,SDC-1216,{FAFB8637-8612-4EE6-B382-FEDE398B9C08},8282.856940545800171,3429572.643392246682197
16,US-CA-XSD-SDC-1272,SDC-1272,{CDBF6F4A-0C65-4FE0-B49C-3F7D69FC3B9C},31435.781477153144806,62981977.042762368917465
17,US-CA-XSD-SDC-1259,SDC-1259,{AE8D8F35-30D8-4A8C-8DC1-3FF0734E3FAD},7139.009179815108837,2591813.354526387993246
18,US-CA-XSD-SDC-1419,SDC-1419,{A49C5C2C-9F29-4123-83FC-CC1DEB999D7E},22677.995491021039925,27223649.124571461230516
19,US-CA-XSD-SDC-1208,SDC-1208,{2EE2775E-1516-48D2-87A0-E1506EBFD305},20041.181411176003166,13963505.745995983481407
20,US-CA-XSD-SDC-1474,SDC-1474,{0CB6C6B2-EEB1-406C-941D-B8F86A97FDB3},34484.198323927812453,56235684.539650171995163
21,US-CA-XSD-SDC-1456,SDC-1456,{52274BCD-3831-4CB0-BB7F-2E04467EE5A4},14960.250660967503791,8335458.005034040659666
22,US-CA-XSD-SDC-1404,SDC-1404,{C1BC2265-BBAA-4A58-881B-C3C8CABFD472},17489.846476813636400,17769949.038311388343573
23,US-CA-XSD-SDC-1465,SDC-1465,{53153944-567D-4BD2-9121-5DA5ED3829B8},43409.993300477501180,40353256.190116986632347
24,US-CA-XSD-SDC-1470,SDC-1470,{E2D7DBD2-E2A9-42E5-896E-DB2255FFB6E6},50107.407267159964249,49184425.462527200579643
25,US-CA-XSD-SDC-1349,SDC-1349,{842FB8E8-9F82-4C0F-999B-C8238FB27A84},12073.573633335465274,5013914.692989497445524
26,US-CA-XSD-SDC-1459,SDC-1459,{49037D65-2C74-42A0-97AC-9D8C7127D705},35860.014557116308424,28423134.987179365009069
27,US-CA-XSD-SDC-1372,SDC-1372,{38482963-A1EB-4174-9F3A-84BE82EAD6B1},42201.486183328182960,62880740.018356785178185
28,US-CA-XSD-SDC-1448,SDC-1448,{1E923A0E-1870-43A0-8825-62B7D3EFDCB4},13638.172950814659998,10587663.102654231712222
29,US-CA-XSD-SDC-1480,SDC-1480,{188F77A7-E19D-4C68-BE01-AEDEB677FCD1},24278.790159132498957,31277655.529651217162609
30,US-CA-XSD-SDC-1487,SDC-1487,{3475AB74-B176-4EE2-BE22-7A04E55A8DC8},75822.621026862077997,163893609.517624408006668
31,US-CA-XSD-SDC-1461,SDC-1461,{ACE94EE8-7BD1-4798-895C-BF3CCF1CFEBE},52454.037798968463903,105022543.381615445017815
32,US-CA-XSD-SDC-1450,SDC-1450,{01689D6A-A911-4E45-BE34-D24BA458EC7E},14193.908798726097302,11053004.591546824201941
33,US-CA-XSD-SDC-1423,SDC-1423,{512D33F0-228C-433C-84EC-DBAD565952A5},39845.710392855267855,58099630.089782141149044
34,US-CA-XSD-SDC-1440,SDC-1440,{BA36A0D8-9E8A-495D-B947-F56774ADD564},27761.630061261246738,29027719.675736691802740
35,US-CA-XSD-SDC-1441,SDC-1441,{74DFFDB3-8845-46ED-9FEA-79BA63684112},22257.799963440585998,20869609.041575714945793
36,US-CA-XSD-SDC-1479,SDC-1479,{821B1025-A7A2-43F6-A67E-7FE685DDD4C8},37022.964666267071152,53916674.273343957960606
37,US-CA-XSD-SDC-1410,SDC-1410,{749A217D-A4FC-45F5-B2ED-2799739F97AD},27979.559308435094863,32978377.780486959964037
38,US-CA-XSD-SDC-1490,SDC-1490,{38295214-D0AB-43AA-AE93-49B6DCA2AF06},51459.907192211780057,57250905.701195374131203
39,US-CA-XSD-SDC-1400,SDC-1400,{DEA44050-51A9-48CC-B5DA-9689A65BDEC5},34097.593966151784116,60815725.290816918015480
40,US-CA-XSD-SDC-1413,SDC-1413,{C941C802-D35C-4472-BBE5-6652CD692736},25646.134717939898110,30834943.622709814459085
41,US-CA-XSD-SDC-1420,SDC-1420,{4B7DEC44-4918-46F3-AE4C-D34831380362},22560.587302509989968,24487568.927370902150869
42,US-CA-XSD-SDC-1408,SDC-1408,{31D4891F-C06E-436E-BC82-81386FDAE72A},29909.313208962223143,30677560.666315048933029
43,US-CA-XSD-SDC-1489,SDC-1489,{97306A47-D893-4186-9A42-492F29A009BD},42059.316252003271074,48816229.519971989095211
44,US-CA-XSD-SDC-1499,SDC-1499,{0DE4B759-112F-4E1B-8F37-7103D0803D16},23030.332692887513986,12739242.517021993175149
45,US-CA-XSD-SDC-1453,SDC-1453,{A0500E5A-B4F1-461F-9798-1081E1D8F971},25655.116708282839681,32273393.121162574738264
46,US-CA-XSD-SDC-1402,SDC-1402,{F8364F43-576B-4A3C-89AE-51C6DAE0E2E5},23101.109269416265306,29540277.036979131400585
47,US-CA-XSD-SDC-1447,SDC-1447,{F05E6106-51C1-47FE-BF79-610E7738385E},19529.385318403506972,19295131.217225342988968
48,US-CA-XSD-SDC-1270,SDC-1270,{AFD89B5A-702A-442F-984F-C23BF386B83C},41094.545632129062142,52016340.333401791751385
49,US-CA-XSD-SDC-1498,SDC-1498,{DCE691FA-6A6D-4F24-9BC4-752258C9560F},26971.451265407285973,30143744.754102163016796
50,US-CA-XSD-SDC-1452,SDC-1452,{3BBB529E-FA21-40C3-824F-9D66FE299C5D},24599.612150395219942,30539320.845139190554619
51,US-CA-XSD-SDC-1255,SDC-1255,{F85784BC-2D0A-4905-B42F-5C66E489BDC2},13763.282071102894406,7351929.517809978686273
52,US-CA-XSD-SDC-1454,SDC-1454,{EC962933-B753-46C2-9C1D-A7F42BA150CC},27794.684931331099506,39393979.419923700392246
53,US-CA-XSD-SDC-1664,SDC-1664,{D23078FF-6CD4-4BC5-8F4D-5988E96DC626},13840.277765606155299,11377607.945194652304053
54,US-CA-XSD-SDC-1614,SDC-1614,{B9E18021-892D-4520-8BCC-D3BDC9185972},22426.440289280457364,26468223.815880350768566
55,US-CA-XSD-SDC-1292,SDC-1292,{A40B7B0A-4DCD-4F79-8260-9AE774691A5F},17159.904007285069383,12809572.640156192705035
56,US-CA-XSD-SDC-1616,SDC-1616,{5E393D21-DDDA-4C34-BCCF-C6E732E43FC5},44643.294844786505564,51385922.063460581004620
57,US-CA-XSD-SDC-0149,SDC-0149,{87D312B4-60C4-4021-AF29-6CB58A9CEADA},15285.046230016245318,10036859.285997236147523
58,US-CA-XSD-SDC-1287,SDC-1287,{6905D4D4-6F17-4A03-8D27-80D05B95EEB3},21719.272327682974719,15328576.654836643487215
59,US-CA-XSD-SDC-1266,SDC-1266,{680E12ED-C0D7-44A4-B555-47900552295E},35791.373535821599944,61258126.075969755649567
60,US-CA-XSD-SDC-1283,SDC-1283,{ACE8D39B-4192-404D-9A1A-CAB085E80B96},20670.001788583769667,17112204.758069690316916
61,US-CA-XSD-SDC-1257,SDC-1257,{FB3BC3D2-5EF9-468B-83DC-DE99260BF8A6},17535.186985348267626,10941442.917623335495591
62,US-CA-XSD-SDC-1205,SDC-1205,{5EBE1628-6178-4C95-9EFD-D495054E9DAA},17070.157949423992250,12700886.106990747153759
63,US-CA-XSD-SDC-1207,SDC-1207,{1DFFD7D2-7E53-41E1-AD43-B9B4FAD0D90D},30212.945662009497028,33016760.732234906405210
64,US-CA-XSD-SDC-1235,SDC-1235,{2C288C22-8BE8-4DA1-97A0-BAE43E66155E},36495.303064444240590,27287178.583375923335552
65,US-CA-XSD-SDC-1761,SDC-1761,{605C34B7-297E-4B5E-89A5-63E7A9167A1E},5871.833683950144405,1118713.381649811519310
66,US-CA-XSD-SDC-1267,SDC-1267,{DFF5F69C-425D-41F1-AD6D-0A82B7D0814F},33343.881371333569405,54845342.865007944405079
67,US-CA-XSD-SDC-1212,SDC-1212,{29E4F529-0961-4018-A7FF-5D1D6B3D077E},17741.555031145850080,11089353.768767101690173
68,US-CA-XSD-SDC-1681,SDC-1681,{F8704428-848A-47D7-B894-EAA380C97F80},20966.713912314757181,24806793.015239838510752
69,US-CA-XSD-SDC-1271,SDC-1271,{3B5BA859-AE2B-4322-9877-81EC91905460},38353.083939833384647,35752740.464003764092922
70,US-CA-XSD-SDC-1253,SDC-1253,{335AA3D5-18C8-4E69-B142-5BCBD05F5385},9520.679852892448253,3043432.816481069196016
71,US-CA-XSD-SDC-1690,SDC-1690,{A06341DD-2DCD-46A6-AF99-29B56DAE69CC},21668.173500804452488,4395449.183221303857863
72,US-CA-XSD-SDC-1279,SDC-1279,{6FB662EA-701C-4F29-A7CD-13A556A3E986},69625.464347302098759,100585443.476631402969360
73,US-CA-XSD-SDC-1209,SDC-1209,{CD3E8463-E8F8-4EAF-9E7B-9D1332FE478A},21191.609497080560686,18912277.013892155140638
74,US-CA-XSD-SDC-1241,SDC-1241,{761FDDE2-104F-4E57-840A-618E20C49EF0},28930.079485047965136,44569422.283261127769947
75,US-CA-XSD-SDC-1223,SDC-1223,{EEC7BDFB-2B70-40F6-ACA3-9E07A9B70A80},22850.403394626930094,23324510.655465099960566
76,US-CA-XSD-SDC-1289,SDC-1289,{4FEDEC2E-7D44-4FBE-8258-E60E254FAE2D},23821.292581791887642,15768237.228432025760412
77,US-CA-XSD-SDC-1204,SDC-1204,{AE744F43-1677-4735-BCFC-8483DEF301CC},18613.536337226971227,12483286.303380925208330
78,US-CA-XSD-SDC-1277,SDC-1277,{5688883C-29BA-48D4-9A2A-F888678997A7},45418.971974196902011,118699077.746728017926216
79,US-CA-XSD-SDC-1273,SDC-1273,{18A11458-5D32-4A7D-AEEB-140B142AC8BC},27723.400423581882933,37895280.932446852326393
80,US-CA-XSD-SDC-1211,SDC-1211,{C55AAD7A-F347-42A0-B971-CFDA3B652417},11777.201125718713229,5132873.762299280613661
81,US-CA-XSD-SDC-1228,SDC-1228,{02CA508F-15D5-4A55-A374-A30AE260359B},30566.590537870546541,34563001.732563629746437
82,US-CA-XSD-SDC-1281,SDC-1281,{B4C84C9E-B7AC-4F87-9921-C706E2AF33B7},18995.412091140020493,17904639.355147279798985
83,US-CA-XSD-SDC-1240,SDC-1240,{6221200A-2D82-444D-AC22-8B0164FCFDDD},15876.714583238961495,15753317.554190443828702
84,US-CA-XSD-SDC-1492,SDC-1492,{C9FB2FCC-FB4A-4AC4-93E5-ACD59CB8EE0A},29289.576980477282632,27598961.587288837879896
85,US-CA-XSD-SDC-1693,SDC-1693,{8E84A3DA-D2CA-4FDD-A1CE-6F8672F01237},26482.651228457081743,29970211.516883190721273
86,US-CA-XSD-SDC-1282,SDC-1282,{94FD992A-C712-43F2-8C7C-7ED77875DF20},20416.085138992573775,25736856.780219472944736
87,US-CA-XSD-SDC-1294,SDC-1294,{1F88DA1A-85F0-4996-8990-8B1C27EE2BEE},20224.053207378550724,22670132.863087520003319
88,US-CA-XSD-SDC-1202,SDC-1202,{5641EB25-F314-484F-B4C6-4A10ADD84FC6},15875.262155287362475,9779793.730300640687346
89,US-CA-XSD-SDC-1243,SDC-1243,{74809693-8EF1-4195-830D-DC43F17EF391},19270.418270403177303,17771671.770324893295765
90,US-CA-XSD-SDC-1230,SDC-1230,{11AF6BAA-4FB5-4AEC-A78D-075E7D8EB04F},32504.030985393874289,42573282.737688630819321
91,US-CA-XSD-SDC-1539,SDC-1539,{6AC98E5D-15DE-4C04-BD14-62311B29BEC4},38140.251557739866257,73526441.054984658956528
92,US-CA-XSD-SDC-0775,SDC-0775,{CF6FFDB4-3328-49E2-B0C8-2D37D19FD4C6},20941.285786960590485,13975389.603229597210884
93,US-CA-XSD-SDC-1763,SDC-1763,{6464B4F4-8EE5-4720-909E-3F54A83DE39A},15356.193923956276194,14439017.316504890099168
94,US-CA-XSD-SDC-1227,SDC-1227,{07D367D3-FAFE-43AD-92FC-C1AE45D6FD5D},35758.239901090644707,49841091.775263234972954
95,US-CA-XSD-SDC-1293,SDC-1293,{B0E7D878-CBB8-43F3-8172-4E183A4B9156},22024.423634717586538,18114245.544723000377417
96,US-CA-XSD-SDC-1250,SDC-1250,{57D1B3E1-A905-47EF-ACDA-B05696F441A1},12364.469348401713432,5797903.551756336353719
97,US-CA-XSD-SDC-1290,SDC-1290,{04F8B976-3EA6-4685-929E-53FB8722843A},34822.743490527231188,38141428.314527317881584
98,US-CA-XSD-SDC-1979,SDC-1979,{2124D53F-920E-49A1-935A-40207F4C902D},7506.718458492353420,3313427.747480307240039
99,US-CA-XSD-SDC-1099,SDC-1099,{83367B26-B326-4545-BBAB-D8A0A4A62E70},36494.146599567298836,50375330.339471474289894
100,US-CA-XSD-SDC-1265,SDC-1265,{BE3544C1-2E2E-4AD4-8C34-86B7F7FAF48D},38340.859201067352842,66086592.373010411858559
101,US-CA-XSD-SDC-1296,SDC-1296,{4364D3A2-A174-47CD-83F0-5D34C3D20DB4},34481.553453438886208,71406751.518901333212852
102,US-CA-XSD-SDC-1231,SDC-1231,{59250F14-5CBD-441D-83D3-08EB46B7A484},16712.653023821334500,15994905.426218032836914
103,US-CA-XSD-SDC-1234,SDC-1234,{2CA58244-EDF5-4DD0-8C39-F50C6236E82F},19187.266403357363743,18387748.328619401901960
104,US-CA-XSD-SDC-1262,SDC-1262,{537D4F9C-5AAD-4B67-97D9-39D4ACB0E791},10351.485148725963882,4931492.194270998239517
105,US-CA-XSD-SDC-1226,SDC-1226,{D1B5738F-5050-4D35-9C10-71477E585E78},25646.982363219733088,29460399.686683781445026
106,US-CA-XSD-SDC-1286,SDC-1286,{C7E838A0-26D1-4DE1-B562-F44C9F3CFDF4},23278.045977362660778,22137738.440734460949898
107,US-CA-XSD-SDC-1220,SDC-1220,{48D41567-FCC3-48AE-A94E-074FB8EBF8C2},15893.015781719312145,11052070.990332154557109
108,US-CA-XSD-SDC-1225,SDC-1225,{B78CECF8-0FDB-4680-9EB8-08CF483AABBA},20077.869508292867977,16928325.685013934969902
109,US-CA-XSD-SDC-1297,SDC-1297,{169B867B-B211-4EE9-8C38-40533D3C8496},46052.365566846725415,35419739.968434393405914
110,US-CA-XSD-SDC-1411,SDC-1411,{96A88823-FCD2-4DFF-89E7-72594C894548},23269.137850137911300,27213242.297859888523817
111,US-CA-XSD-SDC-1445,SDC-1445,{05277596-4A6A-404A-8F8D-0A47B5C80FAF},15338.277514099272594,10556761.325781213119626
112,US-CA-XSD-SDC-1278,SDC-1278,{0DBFB14E-2A92-4511-A943-627E31931D3D},75129.388208659860538,197564998.330589115619659
113,US-CA-XSD-SDC-1418,SDC-1418,{397A97A6-AA49-4E45-9489-59F7B2092583},48166.681909973725851,66552050.118790842592716
114,US-CA-XSD-SDC-1462,SDC-1462,{EF517E7A-8458-4F62-9B26-63AAAB7696BF},53651.150855652813334,71207866.027775555849075
115,US-CA-XSD-SDC-1409,SDC-1409,{9BF1EC4D-8088-4463-ADB0-E3F6D2785406},26132.596491095642705,25324721.595979701727629
116,US-CA-XSD-SDC-1213,SDC-1213,{4FD6F9A9-82F1-419A-861E-2F82C0CC697F},27543.605170971295593,31233722.117392029613256
117,US-CA-XSD-SDC-1201,SDC-1201,{1F4562BD-A1B5-4C80-B27A-3A5343CED440},21320.807348969508894,12446543.528867216780782
118,US-CA-XSD-SDC-1482,SDC-1482,{3FD08D37-4F3D-4BEC-A8CE-D37B922C12AB},52829.436784996505594,73828614.347002312541008
119,US-CA-XSD-SDC-1414,SDC-1414,{0642A16A-3ED9-4382-9F54-96B6B4CA9457},38259.088499166202382,62363785.479255378246307
120,US-CA-XSD-SDC-1455,SDC-1455,{1483F0BB-F1A1-4174-8C30-7C068ED4A073},18184.226062437934161,17717066.857572816312313
121,US-CA-XSD-SDC-1567,SDC-1567,{89BC79BF-DB46-4BC1-801C-C401F59F4396},26273.273282610130991,41254249.422692045569420
122,US-CA-XSD-SDC-1564,SDC-1564,{7EB8388B-776C-4C50-9B53-201936E51A04},24123.873378284497448,25164040.238482508808374
123,US-CA-XSD-SDC-1460,SDC-1460,{1959752F-160D-42E3-A686-029D42DDECF6},64058.281106438946154,77890703.313406199216843
124,US-CA-XSD-SDC-1640,SDC-1640,{E857B180-445A-4629-8DDD-D1741D3BD46B},37200.406207748696033,72775948.025371238589287
125,US-CA-XSD-SDC-1668,SDC-1668,{A72AFA17-A705-4CBE-A8FD-9C83A362F363},19658.578783113280224,23468854.129798673093319
126,US-CA-XSD-SDC-1674,SDC-1674,{010CA458-642B-46AC-8CE6-01DFD9847BAE},14025.689376219523183,8692410.827109696343541
127,US-CA-XSD-SDC-1652,SDC-1652,{BF2DEE32-705A-4C5C-840E-F7E4738203F4},18986.173479211967788,11846751.807852301746607
128,US-CA-XSD-SDC-1691,SDC-1691,{D6F86D70-0580-4137-B642-9EC403DE956C},45414.015758316265419,69221606.009955897927284
129,US-CA-XSD-SDC-1607,SDC-1607,{1640A4D2-AF1A-4A18-83AB-7E2221D6C025},29340.384538041329506,45422829.620155043900013
130,US-CA-XSD-SDC-1609,SDC-1609,{70F73D2A-8A9B-48C8-97CC-99ADFCEAED9B},22377.345393800900638,24127169.074290059506893
131,US-CA-XSD-SDC-1617,SDC-1617,{F20AA3C0-7740-43D9-998A-F8B2D6C4327C},56098.025203375276760,54837316.113903738558292
132,US-CA-XSD-SDC-1672,SDC-1672,{982A3516-DBF6-42CA-8EB7-C16F5D38777A},24570.589372130056290,14267043.662625856697559
133,US-CA-XSD-SDC-1656,SDC-1656,{FFEC47BB-1D26-4177-A5BD-ED069ADD84CA},33727.811817153218726,31173051.967912267893553
134,US-CA-XSD-SDC-1645,SDC-1645,{D97C3579-1AFA-47EC-8353-5CDEFC452919},19013.700758332062833,19213891.349898144602776
135,US-CA-XSD-SDC-1622,SDC-1622,{818ED492-1624-45E9-896A-0CD649871E79},30796.550674939786404,24239349.133326068520546
136,US-CA-XSD-SDC-1638,SDC-1638,{B3834DFF-7F76-442B-88E5-FEFC0692A87D},46356.109908314138011,115274723.471709221601486
137,US-CA-XSD-SDC-1636,SDC-1636,{35BAD64A-1039-49CA-82AF-C63A8BB373FC},41938.772315520000120,69516034.867348521947861
138,US-CA-XSD-SDC-1685,SDC-1685,{78A92C01-3CDB-446D-A3A4-4A69484AB772},9957.161499702300716,4399875.765465250238776
139,US-CA-XSD-SDC-1660,SDC-1660,{8A171332-B669-4615-BEAB-30887192720A},15139.175656685376453,4623706.910339907743037
140,US-CA-XSD-SDC-1608,SDC-1608,{BCE006EC-F824-44F8-8483-45F83FB13EED},23010.112236293032765,29852767.903118856251240
141,US-CA-XSD-SDC-1621,SDC-1621,{C3FF40C9-8A96-4970-ACE9-0A381570C1EE},32165.364003337668692,31652743.356736030429602
142,US-CA-XSD-SDC-1686,SDC-1686,{976D6E4F-78B4-40E7-908C-682CB2EEE0D1},13321.248496995291134,9159276.269614325836301
143,US-CA-XSD-SDC-1626,SDC-1626,{DD3DAC87-D81D-4E25-BA6A-916A6B12B59E},41059.514349422381201,49195213.610106833279133
144,US-CA-XSD-SDC-1692,SDC-1692,{A8C64BFB-1FF4-4121-9BF5-5B75391A923C},29230.792323173722252,23557521.365478750318289
145,US-CA-XSD-SDC-1698,SDC-1698,{60859255-0771-41EA-9EDC-8AAC6DE80C34},23089.082513192381157,27906970.943752240389585
146,US-CA-XSD-SDC-1651,SDC-1651,{C2134BE2-610E-4A86-9E55-146DEDBC3BC6},21743.979483339029684,22097044.772692900151014
147,US-CA-XSD-SDC-1647,SDC-1647,{B4CBD07B-244A-4047-8B8A-A576CACEB779},22800.746923618971778,15836899.811291547492146
148,US-CA-XSD-SDC-1613,SDC-1613,{2AF79571-8DDE-4C5D-8B6C-496F181736DB},25463.298485464212717,24172279.306229617446661
149,US-CA-XSD-SDC-1650,SDC-1650,{6A5ED4C7-19BB-4B87-817F-8681EC3D58F3},21405.013817951465171,23416596.276325516402721
150,US-CA-XSD-SDC-1678,SDC-1678,{D45E6FE9-9031-4ED7-B403-0E8A13BB84CA},31042.137926035517012,41566820.530978195369244
151,US-CA-XSD-SDC-1242,SDC-1242,{BBAD57EC-5C28-498A-B4EA-7005923F4631},30910.985890966698207,18185629.986627969890833
152,US-CA-XSD-SDC-1748,SDC-1748,{8952E247-DF06-4C3C-9E70-CF3A1978E487},14487.392438545522964,8209041.733853365294635
153,US-CA-XSD-SDC-2487,SDC-2487,{B9BEDCD8-4906-4729-A5A8-21FBCA515A3B},50826.048662698944099,51486382.903854429721832
154,US-CA-XSD-SDC-1648,SDC-1648,{AE75680D-9FC1-4C2C-B034-935E25AC3B33},30922.320899586291489,25789441.374654736369848
155,US-CA-XSD-SDC-1623,SDC-1623,{4F4F534D-8AAB-4CDA-A31D-90706A553DD4},21646.104903334100527,21124687.713341418653727
156,US-CA-XSD-SDC-1611,SDC-1611,{48C320C3-B276-4FD3-9974-79755C25A6C1},30499.305988894670008,35805564.781094983220100
157,US-CA-XSD-SDC-0603,SDC-0603,{9B7F8324-BC5F-4493-A44F-2356224CFE1A},28828.249910092617938,47034805.430115841329098
158,US-CA-XSD-SDC-1667,SDC-1667,{A674DEEE-FE20-45E6-A593-DAC8F39353FA},15019.675767443721270,6465233.619214179925621
159,US-CA-XSD-SDC-1649,SDC-1649,{D3D3B72E-74C8-491A-A38A-D989C993B095},22106.179109229669848,29312130.594063099473715
160,US-CA-XSD-SDC-1531,SDC-1531,{39A75FDE-6318-48B8-962D-2EEB82C71C9B},6217.349689910550296,2338129.584051789715886
161,US-CA-XSD-SDC-1542,SDC-1542,{4432607D-0AE7-4CF8-A386-ABE4F643FB9E},14080.850066356841126,7427891.433131836354733
162,US-CA-XSD-SDC-2349,SDC-2349,{25165559-444B-48A8-900C-276D5754CBC4},5279.519801944536084,1423093.449736021691933
163,US-CA-XSD-SDC-2237,SDC-2237,{56777B85-A48B-4B47-A7B6-72F4154CBEB1},75225.071146809583297,114678479.423024088144302
164,US-CA-XSD-SDC-1606,SDC-1606,{14392108-F320-498A-8AB8-C187CC801581},16647.844630270548805,15909176.562771502882242
165,US-CA-XSD-SDC-1639,SDC-1639,{0F731583-5949-4006-A37F-9D7A035A3E70},56070.518158049366320,120545616.639092326164246
166,US-CA-XSD-SDC-1653,SDC-1653,{C158F878-5692-4306-84D1-F05745084B12},21984.838687204064627,19910360.821202620863914
167,US-CA-XSD-SDC-1644,SDC-1644,{3507CE03-E18E-4666-A699-FCA7A7213AC1},15756.574094229228649,8101958.797755621373653
168,US-CA-XSD-SDC-1655,SDC-1655,{A34E6460-B625-4ADC-B07C-81DA7E8C3D90},33873.647750804746465,58439674.717093780636787
169,US-CA-XSD-SDC-1662,SDC-1662,{553930F7-8DBD-46CD-9AF9-5C48E4394348},27969.344562653732282,42285279.073455043137074
170,US-CA-XSD-SDC-1224,SDC-1224,{5D8E4A20-5CDD-4DDC-A643-9E40F7B5D589},24400.835684721761936,21927971.413549412041903
171,US-CA-XSD-SDC-1620,SDC-1620,{D4A52835-7A74-4680-A60F-A04E1025CDA4},37543.299013475727406,45239754.046158351004124
172,US-CA-XSD-SDC-1291,SDC-1291,{32046E22-3EB8-433B-88C2-2594228C95D3},27665.445767073826573,24260331.015924435108900
173,US-CA-XSD-SDC-1260,SDC-1260,{BACA59C2-8DB1-4992-933D-4CE7E8D07EB3},28411.058398504967045,35669641.048249192535877
174,US-CA-XSD-SDC-1598,SDC-1598,{C2405324-6F27-457B-A45C-7A42463ADDA7},19224.181686692099902,12856716.909690290689468
175,US-CA-XSD-SDC-1428,SDC-1428,{F30259D5-D30F-4818-971D-B1AA97C021E0},31861.614768418578024,54864886.625552497804165
176,US-CA-XSD-SDC-1546,SDC-1546,{FA5730AF-F8EC-4623-88DE-89F6DCF0EDC5},48522.641665554765495,66826528.017701417207718
177,US-CA-XSD-SDC-1633,SDC-1633,{AACB4931-DBA6-4C4E-AEAF-E0701636FA36},36859.212762010458391,60565845.648039899766445
178,US-CA-XSD-SDC-1612,SDC-1612,{6B8EE8D9-409C-4ABF-AB43-EC32D2A71A2B},19870.147540320296685,12516485.907437242567539
179,US-CA-XSD-SDC-1677,SDC-1677,{21B3913C-56B8-4CCD-8165-54760C8C4AA7},22743.364247567576967,23100280.637755516916513
180,US-CA-XSD-SDC-1635,SDC-1635,{7D6956DD-9DDD-444D-9F59-95E3EA244168},41740.195863169537915,37986192.405530735850334
181,US-CA-XSD-SDC-1680,SDC-1680,{4642CB1F-4BC3-42DA-98CE-B114BF80A7EB},17621.145653585077525,10878553.747266175225377
182,US-CA-XSD-SDC-1643,SDC-1643,{FDE5A09C-6828-4C61-867F-EEB764357EBC},14791.715326088808069,7252305.127508557401597
183,US-CA-XSD-SDC-1657,SDC-1657,{1748F907-4271-4C85-973D-B98D92702464},34413.202270000023418,61326231.226291112601757
184,US-CA-XSD-SDC-1679,SDC-1679,{78258755-8B0E-412D-80FA-B6D5C066FFB7},29569.189040825367556,32067041.342424485832453
185,US-CA-XSD-SDC-1688,SDC-1688,{7A32C7CB-8B2F-4168-A8FA-DCBEAEB1CF2A},22609.800018964295305,16190698.998436383903027
186,US-CA-XSD-SDC-2295,SDC-2295,{889D1D20-43D1-4F6D-A79F-7FB04CFEFC8A},18430.112516351164231,14159619.360211774706841
187,US-CA-XSD-SDC-0115,SDC-0115,{D22EEB51-0E17-4752-BBA3-1AA14126DAA5},32467.061442830326996,56505692.343690231442451
188,US-CA-XSD-SDC-1298,SDC-1298,{ED4A62F2-0190-41DE-A462-B56889F56CC7},64944.437766184433713,78264572.476342052221298
189,US-CA-XSD-SDC-1295,SDC-1295,{4F88BD87-2A90-45BC-A43F-73482353C8AB},45670.389683384288219,59818551.712436087429523
190,US-CA-XSD-SDC-1200,SDC-1200,{9D0C6AFB-F92D-4E8B-935A-D38FBC10A7C2},19091.367260190912930,10604502.427150905132294
191,US-CA-XSD-SDC-1682,SDC-1682,{473FFB0D-3B61-4F6D-A34D-C711FFA4E7E0},29406.330260481194273,35408931.207942955195904
